ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
hawr1243a-textH-182,pîr şelîyar tewecowekey kero.,pîr	şelîyar	teweco-ekey	ker-o	,PN	PN	caution-DEF.M.SG.OBL	do.PRS.IND-3SG:A	,Pir Shaliyar paid attention to her.,textH,182,hawr1243,hawr1243a,WORD_ALIGNED,"{""PN"": ""proper noun"", ""DEF"": ""definite"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""PRS"": ""present"", ""IND"": ""indicative""}"
hawr1243a-textH-183,"kinaçekê maço, ``aaay!''",kinaç(ê)-ekê	m-aç-o	aaay	,girl.F-DEF.F.SG	IND-say.PRS-3SG:A	INTJ	,"The girl said, ``Ooooh!''",textH,183,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEF"": ""definite"", ""SG"": ""singular"", ""IND"": ""indicative"", ""PRS"": ""present"", ""INTJ"": ""Interjection""}"
hawr1243a-textH-184,"laloş maço, ``weɫa erê weɫa sirewa.''",lalo=ş	m-aç-o	weɫa	erê	weɫa	sirewa	,maternal_uncle.M=3SG:PSR	IND-say.PRS-3SG:A	indeed	yes	indeed	be_cured.PST.3SG.F:S	,"Her uncle said, ``Indeed, she is cured.''",textH,184,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""PSR"": ""possessor"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PST"": ""past""}"
hawr1243a-textH-185,êti namêşa nîya tewenekê `tewenû sireway'.,êti	namê=şa	nîya	tewen(î)-ekê	tewen(î)-û	sireway	,DISC.PTCL	name.F.SG=3PL:A	put.PST	stone.F-DEF.F.SG	stone.F-EZ.GEN	heal.INF	,"That is why the stone is called Tawanu Sraway, `the healing stone.'",textH,185,hawr1243,hawr1243a,WORD_ALIGNED,"{""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""SG"": ""singular"", ""PL"": ""plural"", ""PST"": ""past"", ""DEF"": ""definite"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""INF"": ""infinitive""}"
hawr1243a-textH-186,"mênê, mênê pêse maçmê biɫbeřû hurweza milegaw.",m-ê-nê	m-ê-nê	pêse	m-aç-mê	biɫbeř=û	hur-wez-a	milega=û	,IND-come.PRS-3PL:S	IND-come.PRS-3PL:S	as_if	IND-say.PRS-1PL:A	PN=and	PVB-climb.PRS-3PL:S	top_of_mountain=and	,They (the girl and her uncle) came [in the direction of Hewraman]; they climbed a peak of the mountain.,textH,186,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""PN"": ""proper noun"", ""PVB"": ""preverb""}"
hawr1243a-textH-187,milega a wextî mizya werawerû dûtifɫey.,milega	a	wext-î	mi-zy(e)-a	werawer-û	dûtifɫe-y	,top_of_mountain	DEM.DIST	time.M-SG.OBL	IND-go_out.PRS-3PL:S	opposite-EZ.GEN	PN-M.SG.OBL	,Then they came out in front of  Dutifla.,textH,187,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun""}"
hawr1243a-textH-188,pîr şelîyar ce yanekew wêşane.,pîr	şelîyar	ce	yane-(e)ke-û	wê=ş=a=ne	,PN	PN	from	house.M-DEF.M.SG.DIR-EZ.GEN	REFLX=3SG:PSR=POST	,Pir Shaliyar [was] in his house.,textH,188,hawr1243,hawr1243a,WORD_ALIGNED,"{""PN"": ""proper noun"", ""DEF"": ""definite"", ""SG"": ""singular"", ""DIR"": ""direct"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""REFLX"": ""reflexive"", ""PSR"": ""possessor"", ""POST"": ""postposition""}"
hawr1243a-textH-189,hezretû sey misefay ça miđyo. xo kes ter mewînoş.,hezret-û	sey	misefa-î	ça	mi-đy(e)-o	xo	kes	ter	me-wîn-o=ş	,his_highness.M-EZ.GEN	PN	PN-M.SG.OBL	there	IND-look.PRS-3SG:S	DISC.PTCL	person.M	other	NEG.IND-see.PRS-3SG:A=3SG:O	,His Highness Say Mustafa watched [them] from above. No one else could see her.,textH,189,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""IND"": ""indicative"", ""PRS"": ""present"", ""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""NEG"": ""negative""}"
hawr1243a-textH-190,ađîşa mewêno.,ađîşa	me-wên-o	,3PL.OBL	NEG.IND-see.PRS-3SG:A	,He did not see them.,textH,190,hawr1243,hawr1243a,WORD_ALIGNED,"{""PL"": ""plural"", ""OBL"": ""oblique"", ""NEG"": ""negative"", ""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular""}"
hawr1243a-textH-191,miđyo dûtifɫene duwê neferê amε.,mi-đy(e)-o	dûtifɫe=ne	duwê	nefer-ê	amε	,IND-look.PRS-3SG:S	PN=POST	two	person.M-PL.DIR	come.PST.3PL:S	,He saw that two people were coming from Dutifla.,textH,191,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""PN"": ""proper noun"", ""POST"": ""postposition"", ""PL"": ""plural"", ""DIR"": ""direct"", ""PST"": ""past""}"
hawr1243a-textH-192,dêwê keřetê milo peştîşane keřetê mê werşane.,dêw-ê	keřet-ê	mi-l-o	peştî=şa=ne	keřet-ê	m-ê	wer=şa=ne	,ogre.M-INDF	time.M-INDF	IND-go.PRS-3SG:S	back.F=3PL:PSR=POST	time.M-INDF	IND-come.PRS.3SG:S	front.M=3PL:PSR=POST	,"An ogre would sometimes [lit. once] follow them, [and] sometimes [lit. once] go ahead of them.",textH,192,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""PL"": ""plural"", ""PSR"": ""possessor"", ""POST"": ""postposition""}"
hawr1243a-textH-193,keřetê milo peştîşane keřetê mê werşane.,keřet-ê	mi-l-o	peştî=şa=ne	keřet-ê	m-ê	wer=şa=ne	,time.M-INDF	IND-go.PRS-3SG:S	back.F=3PL:PSR=POST	time.M-INDF	IND-come.PRS.3SG:S	front.M=3PL:PSR=POST	,"[An ogre] would sometimes follow them, [and] sometimes go ahead of them.",textH,193,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""PL"": ""plural"", ""PSR"": ""possessor"", ""POST"": ""postposition""}"
hawr1243a-textH-194,duwê yerê keřetê xuřoş wene. bêheya bo megêɫowe.,duwê	yerê	keřet-ê	xuř-o=ş	wene	bê-heya	b-o	me-gêɫ-o=we	,two	three	time.M-PL.DIR	shout.PRS.IND-3SG:A=3SG:R	POVB	without-decency	be.PRS.IND-3SG:S	NEG.IND-turn-3SG:S=COMPL	,He (Pir Shaliyar) shouted at him (the ogre) two or three times. [But] he (the ogre) was shameless; he did not return.,textH,194,hawr1243,hawr1243a,WORD_ALIGNED,"{""PL"": ""plural"", ""DIR"": ""direct"", ""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular"", ""POVB"": ""post-verb"", ""NEG"": ""negative"", ""COMPL"": ""completive""}"
hawr1243a-textH-195,mê. eha taylê hen?,m-ê	eha	tayl(e)-ê	hen-∅	,IND-come.PRS.3SG:S	INTJ	tree_name-INDF	EXIST-3SG.M:S	,He (the ogre) kept walking. Have you noticed there is a tree?,textH,195,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""INTJ"": ""Interjection"", ""INDF"": ""indefinite"", ""EXIST"": ""existential particle""}"
hawr1243a-textH-196,"tenûrû maçaş pene ``tenûrû dêwa.""''",tenûr-û	m-aç-a=ş	pene	tenûr-û	dêw-a	,oven.M-EZ.GEN	IND-say.PRS-3PL:A=3SG:R	to	oven.M-EZ.GEN	ogre.M-PL.OBL	,They call [that place next to the tree] \textit{Tanuru Dewa} ``the ogres' oven.'',textH,196,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""SG"": ""singular"", ""OBL"": ""oblique""}"
hawr1243a-textH-197,mê henû taylekey.,m-ê	hen-û	tayle-(e)key	,IND-come.PRS.3SG:S	side-EZ.GEN	tree_name-DEF.M.SG.OBL	,He (the ogre) arrived next to the tree.,textH,197,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""SG"": ""singular"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""DEF"": ""definite"", ""OBL"": ""oblique""}"
hawr1243a-textH-198,"fermawo, ``weɫa çûn ana bêheyanî kerût penû ʕaɫemî.",fermaw-o	weɫa	çûn	an(e)=a	bêheya=nî	ker-û=t	pen-û	ʕaɫem-î	,say.PRS.IND-3SG:A	indeed	as	DEM.DIST.M.3SG.DIR=DEIC	shameless=COP.2SG:S	do.PRS.IND-1SG:A=2SG:O	advice.M-EZ.GEN	world-M.SG.OBL	,"He (Pir Shaliyar) said, ``Indeed, since you are so shameless, I (hereby) expose your impropriety to the world. \footnote{Lit. I [hereby] make you the news of the world.}''",textH,198,hawr1243,hawr1243a,WORD_ALIGNED,"{""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular"", ""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""DIR"": ""direct"", ""DEIC"": ""deictic"", ""COP"": ""copula"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""OBL"": ""oblique""}"
hawr1243a-textH-199,çûn bêheyanî aşkirat kerû.,çûn	bêheya=nî	aşkira=t	ker-û	,because	shameless=COP.2SG:S	visible=2SG:O	do.PRS.IND-1SG:A	,"Since you are [so] shameless, I will expose you.",textH,199,hawr1243,hawr1243a,WORD_ALIGNED,"{""COP"": ""copula"", ""SG"": ""singular"", ""PRS"": ""present"", ""IND"": ""indicative""}"
hawr1243a-textH-200,tewecowêş wene kero. pêse gaw til bore e pa tenûrû dêware til bowew ginorewe. anen maçaş pene tenûrû dêwa.,teweco-ê=ş	wene	ker-o	pêse	gaw	til	b-o=re	e=pa	tenûr-û	dêw-a=re	til	b-o=we=û	gin-o=re=we.	ane=n	m-aç-a=ş	pene	tenûr-û	dêw-a	,caution-INDF=3SG:R	at	do.PRS.IND-3SG:A	as_if	bull.M	rolling	be.PRS.SBJV-3SG:S=COMPL	in=that	oven.M-EZ.GEN	ogre.M-PL.OBL=POST	rolling	be.PRS.IND-3SG:S=POVB=and	fall.PRS.IND-3SG:S=POVB=COMPL	DEM.DIST.M.3SG.DIR=COP.3SG.M:S	IND-say.PRS-3PL:A=3SG:R	to	oven.M-EZ.GEN	ogre.M-PL.OBL	,He (Pir Shaliyar) paid attention to him. He (the ogre) rolled down as if a cow had rolled down. It is there. It is called Tanuru Dewa.,textH,200,hawr1243,hawr1243a,WORD_ALIGNED,"{""INDF"": ""indefinite"", ""SG"": ""singular"", ""PRS"": ""present"", ""IND"": ""indicative"", ""SBJV"": ""subjunctive"", ""COMPL"": ""completive"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PL"": ""plural"", ""OBL"": ""oblique"", ""POST"": ""postposition"", ""POVB"": ""post-verb"", ""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""DIR"": ""direct"", ""COP"": ""copula""}"
hawr1243a-textH-201,tenûrû dêwa êtir pêse gaw til bowe eça werawerû girdû mexeleqeɫaw hewramanîwe dêweke til bowe ginore soɫawe.,tenûr-û	dêw-a	êtir	pêse	gaw	til	b-o=we	e=ça	werawer-û	gird-û	mexeleqeɫa-û	hewraman-î=we	dêw-eke	til	b-o=we	gin-o=re	soɫawe	,oven.M-EZ.GEN	ogre.M-PL.OBL	DISC.PTCL	as_if	bull.M	rolling	be.PRS.SBJV-3SG:S=COMPL	in=there	opposite-EZ.GEN	all-EZ.GEN	people.M-EZ.GEN	PN-M.SG.OBL=POST	ogre.M-DEF.M.SG.DIR	rolling	be.PRS.IND-3SG:S=COMPL	fall.PRS.IND-3SG:S=POVB	PN	,Then it was as if a cow had rolled down; the [ogre] rolled down and fell [into a place called] Solawa before all the people's eyes.,textH,201,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PL"": ""plural"", ""OBL"": ""oblique"", ""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""PRS"": ""present"", ""SBJV"": ""subjunctive"", ""SG"": ""singular"", ""COMPL"": ""completive"", ""PN"": ""proper noun"", ""POST"": ""postposition"", ""DEF"": ""definite"", ""DIR"": ""direct"", ""IND"": ""indicative"", ""POVB"": ""post-verb""}"
hawr1243a-textH-202,dêwe çane topo miro.,dêw-e	ç=a=ne	top-o	mir-o	,ogre-DEF	in=DEM.DIST=POST	die.PRS.IND-3SG:S	die.PRS.IND-3SG:S	,The ogre died there.,textH,202,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEF"": ""definite"", ""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""POST"": ""postposition"", ""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular""}"
hawr1243a-textH-203,kabra lalow şabare xatûnî mê dilû degεw.,kabra	lalo-û	şabare	xatûn-î	m-ê	dil-û	degε=û	,man	maternal_uncle.M-EZ.GEN	PN	lady-M.SG.OBL	IND-come.PRS.3SG:S	inside-EZ.GEN	village.F.SG.OBL{=and}	,"The fellow, the uncle of Shahbara Khatun, went into the village.",textH,203,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""PN"": ""proper noun"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""IND"": ""indicative"", ""PRS"": ""present""}"
hawr1243a-textH-204,"perso, ``ceryan çikonû? î yanew kabray kênû îne kênû?''",pers-o	ceryan	çiko=n=û	î	yane-û	kabra-î	kê=n=û	îne	kê=n=û	,ask.PRS.IND-3SG:A	story.M	where=COP.3SG.M:S=and	DEM.PROX	house.M-EZ.GEN	man-M.SG.OBL	who=COP.3SG.M:S=and	DEM.PROX.M.3SG.DIR	who=COP.3SG.M:S=and	,"[He came to the village.] He asked [people], ``What is the story? Where is the house of the fellow? Who is he?''",textH,204,hawr1243,hawr1243a,WORD_ALIGNED,"{""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular"", ""COP"": ""copula"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""OBL"": ""oblique"", ""DIR"": ""direct""}"
hawr1243a-textH-205,"muxteserû kelamî, yaney yozawew. mila beraş xizmetû pîrîyû.",muxteser-û	kelam-î	yane-î	yoz-a=we=û	mi-l-a	ber-a=ş	xizmet-û	pîr-î=û	,summary.M-EZ.GEN	speech-M.SG.OBL	house.M-SG.OBL	find.PRS.IND-3PL:A=COMPL{=and}	IND-go.PRS-3PL:S	take.PRS.IND-3PL:A=3SG:O	service.M-EZ.GEN	PN-M.SG.OBL=and	,"To cut a long story short,\footnote{Lit. gist of speech} they found the house. They (the people) went [and] took him to Pir [Shaliyar].",textH,205,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""PRS"": ""present"", ""IND"": ""indicative"", ""PL"": ""plural"", ""COMPL"": ""completive"", ""PN"": ""proper noun""}"
hawr1243a-textH-206,"a wextî lalo kinaçê maço, min, taze padşay kerdena wekêɫ.",a	wext-î	lalo	kinaçê	m-aç-o	min	taze	padşa-î	kerde=na	wekêɫ	,DEM.DIST	time.M-SG.OBL	maternal_uncle.M	girl.F	IND-say.PRS-3SG:A	1SG	anyway	king.M-SG.OBL	do.PST.PTCP.M=COP.1SG:O	advocate.M	,"Then, the girl's uncle said, ``As for me, well, the king has put me in charge.'\footnote{Lit. The king has made me advocate.",textH,206,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PST"": ""past"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textH-207,mişyo î kinaçê nîkah kerû pey tow be mezebû wêtaw.,mişyo	î	kinaçê	nîkah	kér-û	pey	to=û	be	mezeb-û	wê=ta=û	,AUX	DEM.PROX	girl.F	marriage.M	do.PRS.SBJV-1SG:A	to	2SG=and	in	religion-EZ.GEN	REFLX=2PL:PSR=and	,I shall marry this girl to you [according to the customs] of your religion.,textH,207,hawr1243,hawr1243a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""PRS"": ""present"", ""SBJV"": ""subjunctive"", ""SG"": ""singular"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""REFLX"": ""reflexive"", ""PL"": ""plural"", ""PSR"": ""possessor""}"
hawr1243a-textH-208,xo min meberûşo.,xo	min	me-ber-û=ş=o	,DISC.PTCL	1SG	NEG.IND-take.PRS-1SG:A=3SG:O=COMPL	,I will not take her back.,textH,208,hawr1243,hawr1243a,WORD_ALIGNED,"{""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""SG"": ""singular"", ""NEG"": ""negative"", ""IND"": ""indicative"", ""PRS"": ""present"", ""COMPL"": ""completive""}"
hawr1243a-textH-209,pađşay desûriş dan be minû.'',pađşa-î	desûr=iş	da=n	be	min=û	,king.M-SG.OBL	order.M=3SG:A	give.PST.PTCP.M=COP.3SG.M:O	to	1SG=and	,The king has ordered me [to do this].'',textH,209,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""OBL"": ""oblique"", ""PST"": ""past"", ""PTCP"": ""participle"", ""COP"": ""copula""}"
hawr1243a-textH-210,"pîr şelîyarîç fermawo, ``dey min kabrayêna aha xeplazeřetînî werûnew. îne padşazayênew derdû min meweronew.",pîr	şelîyar=îç	fermaw-o	dey	min	kabra-ê=na	aha	xeplazeřetînî	wer-ûne=û	îne	padşazayê=ne=û	derd(e)-û	min	me-wer-one=û	,PN	PN=ADD	say.PRS.IND-3SG:A	DISC.PTCL	1SG	man-INDF=COP.1SG:S	INTJ	PN	eat.PRS.IND-1SG:A=and	DEM.PROX.M.3SG.DIR	princess.F=COP.3SG.F:S=and	illness.F-EZ.GEN	1SG	NEG.IND-eat.PRS-3SG:A=and	,"Pir Shaliyar said, ``Well, I am a fellow -- look —- who eats xaplazaratine (a bread made of corn flour)''. She is a princess. She is not suitable for me.",textH,210,hawr1243,hawr1243a,WORD_ALIGNED,"{""PN"": ""proper noun"", ""ADD"": ""additive"", ""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular"", ""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""INDF"": ""indefinite"", ""COP"": ""copula"", ""INTJ"": ""Interjection"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""DIR"": ""direct"", ""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""NEG"": ""negative""}"
hawr1243a-textH-211,mebarekû sahêbîş bo!,mebarek-û	sahêb-î=ş	b-o	,blessing.M-EZ.GEN	owner.M-SG.OBL=3SG:PSR	be.PRS.SBJV-3SG:S	,"May she be happy with her owner (i.e., her father)!",textH,211,hawr1243,hawr1243a,WORD_ALIGNED,"{""EZ"": ""ezafe"", ""GEN"": ""genitive"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""PSR"": ""possessor"", ""PRS"": ""present"", ""SBJV"": ""subjunctive""}"
hawr1243a-textH-212,bereşo. qey mekeronew!,bér-e=ş=o	qey	me-ker-one=û	,take.PRS.IMP-2SG:A=3SG:O=COMPL	limit	NEG.IND-do.PRS-3SG:A=and	,Take her back. It is all right!,textH,212,hawr1243,hawr1243a,WORD_ALIGNED,"{""PRS"": ""present"", ""IMP"": ""imperative"", ""SG"": ""singular"", ""COMPL"": ""completive"", ""NEG"": ""negative"", ""IND"": ""indicative""}"
hawr1243a-textH-213,înî be min mewero kinaçê padşay.,înî	be	min	me-wer-o	kinaçê	{}	padşa-î	,DEM.PROX.F.3SG.DIR	with	1SG	NEG.IND-eat.PRS-3SG:A	girl.F.DIR	{}	king.M-SG.OBL	,"She will not eat with me [under the same roof], the king's daughter.",textH,213,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""SG"": ""singular"", ""DIR"": ""direct"", ""NEG"": ""negative"", ""IND"": ""indicative"", ""PRS"": ""present"", ""OBL"": ""oblique""}"
hawr1243a-textH-214,min ane nanma xeplezeřatînen.'',min	ane	nan=m=a	xeplezeřatîne=n	,1SG	DEM.DIST.M.3SG.DIR	meal.M=1SG:PSR=COP.3SG.M:S	PN=COP.3SG.M:S	,"Look, my meal is xaplazaratine.''",textH,214,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""DIR"": ""direct"", ""PSR"": ""possessor"", ""COP"": ""copula"", ""PN"": ""proper noun""}"
hawr1243a-textH-215,"ane zeratiş şanî miđo, zerate sûrî.",ane	zerat=iş	şanî	mi-đ(e)-o	zerat-e	sûrî	,DEM.DIST.M.3SG.DIR	corn=3SG:R	show	IND-give.PRS-3SG:A	corn-EZ.CMPD	Syrian	,"He (Pir Shaliyar) showed him some corn, [some] red corn.",textH,215,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""DIR"": ""direct"", ""IND"": ""indicative"", ""PRS"": ""present"", ""EZ"": ""ezafe"", ""CMPD"": ""compound""}"
hawr1243a-textH-216,ane şanî mido.,ane	şanî	mi-d(e)-o	,DEM.DIST.M.3SG.DIR	show	IND-give.PRS-3SG:A	,He showed him some [corn].,textH,216,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""DIR"": ""direct"", ""IND"": ""indicative"", ""PRS"": ""present""}"
hawr1243a-textH-217,"fermawo, ``min îne nanmarêw.",fermaw-o	min	îne	nan=m=a=rê=û	,say.PRS.IND-3SG:A	1SG	DEM.PROX.M.3SG.DIR	meal.M=1SG:PSR=COP.3SG.M:S=POVB=and	,"He said, ``This is my meal.",textH,217,hawr1243,hawr1243a,WORD_ALIGNED,"{""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""DIR"": ""direct"", ""PSR"": ""possessor"", ""COP"": ""copula"", ""POVB"": ""post-verb""}"
hawr1243a-textH-218,eçîne nanê eçîne werû.'',e=çîne	nan-ê	e=çîne	wer-û	,EMPH=such	meal.M-INDF	EMPH=such	eat.PRS.IND-1SG:A	,I eat such food.'',textH,218,hawr1243,hawr1243a,WORD_ALIGNED,"{""EMPH"": ""emphatic"", ""INDF"": ""indefinite"", ""PRS"": ""present"", ""IND"": ""indicative"", ""SG"": ""singular""}"
hawr1243a-textH-219,xo a wextî wêçiş yaneş her mebo.,xo	a	wext-î	wê=ç=iş	yane=ş	her	me-b-o	,DISC.PTCL	DEM.DIST	time.M-SG.OBL	REFLX=ADD=3SG:PSR	house.M=3SG:NC	EMPH	NEG.IND-be.PRS-3SG:S	,He had no house at that time.,textH,219,hawr1243,hawr1243a,WORD_ALIGNED,"{""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""REFLX"": ""reflexive"", ""ADD"": ""additive"", ""PSR"": ""possessor"", ""NC"": ""non-canonical subject"", ""EMPH"": ""emphatic"", ""NEG"": ""negative"", ""IND"": ""indicative"", ""PRS"": ""present""}"
hawr1243a-textH-220,"a wextî maça, ``dey qurban!''",a	wext-î	m-aç-a	dey	qurban	,DEM.DIST	time.M-SG.OBL	IND-say.PRS-3PL:A	DISC.PTCL	sir.VOC	,"Then, they (people) said, Oh, Sir!''",textH,220,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""DIST"": ""distal"", ""SG"": ""singular"", ""OBL"": ""oblique"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""DISC"": ""discourse particle"", ""PTCL"": ""particle"", ""VOC"": ""vocative""}"
hawr1243a-textH-221,ma[ça] ... xeɫk dewreş miđo.,m-aç-a	xeɫk	dewre=ş	mi-đ(e)-o	,IND-say.PRS-3PL:A	people.M	rotation=3SG:O	IND-give.PRS-3SG:A	,People [came and] surrounded him.,textH,221,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""SG"": ""singular""}"
hawr1243a-textH-222,"maça, ``îne çêşa?",m-aç-a	îne	çêş=a	,IND-say.PRS-3PL:A	DEM.PROX.M.3SG.DIR	what=COP.3SG.M:S	,"They (the people) said, ``What is this?",textH,222,hawr1243,hawr1243a,WORD_ALIGNED,"{""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""SG"": ""singular"", ""DIR"": ""direct"", ""COP"": ""copula""}"
hawr1243a-textH-223,înê î qisê çêşene? çêş maçdê? maça çêş?'',înê	î	qisê	çêşe=ne	çêş	m-aç-dê	m-aç-a	çêş	,DEM.PROX.F.3SG.DIR	DEM.PROX	talk.F.SG	what.F=COP.3SG.F:S	what	IND-say.PRS-2PL:A	IND-say.PRS-3PL:A	what	,What is this talk? What are you saying? What are they saying?'',textH,223,hawr1243,hawr1243a,WORD_ALIGNED,"{""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""SG"": ""singular"", ""DIR"": ""direct"", ""COP"": ""copula"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural""}"
hawr1243a-textH-224,dewriş miđa maça...,dewr=iş	mi-đ(e)-a	m-aç-a	,round=3SG:O	IND-give.PRS-3PL:A	IND-say.PRS-3PL:A	,They surrounded him [and] said...,textH,224,hawr1243,hawr1243a,WORD_ALIGNED,"{""SG"": ""singular"", ""IND"": ""indicative"", ""PRS"": ""present"", ""PL"": ""plural""}"
hawr1243a-textH-225,"her laloweke maço, ``mişyo î kinaçê min meberûşo. mareş biřûnew''",her	lalo-eke	m-aç-o	mişyo	î	kinaçê	min	me-ber-û=ş=o	mare=ş	biř-ûne=û	,EMPH	maternal_uncle.M-DEF.M.SG.DIR	IND-say.PRS-3SG:A	AUX	DEM.PROX	girl.F	1SG	NEG.IND-take.PRS-1SG:A=3SG:O=COMPL	marraige=3SG:O	cut.PRS.IND-1SG:A=and	,"The uncle kept saying, ``I shall not take this girl back. I shall marry her [to Pir Shaliyar], and so on.''",textH,225,hawr1243,hawr1243a,WORD_ALIGNED,"{""EMPH"": ""emphatic"", ""DEF"": ""definite"", ""SG"": ""singular"", ""DIR"": ""direct"", ""IND"": ""indicative"", ""PRS"": ""present"", ""AUX"": ""auxiliary"", ""DEM"": ""demonstrative"", ""PROX"": ""proximate"", ""NEG"": ""negative"", ""COMPL"": ""completive""}"
